assigned_unid,report_date,capital_called_in_period,distributions_in_period
8i7soxt6xsxjkcvkw1er,"2018-09-30 00:00:00",17006546,1672237
8i7soxt6xsxjkcvkw1er,"2018-12-31 00:00:00",20459207,174222
8i7soxt6xsxjkcvkw1er,"2019-03-31 00:00:00",0,0
8i7soxt6xsxjkcvkw1er,"2019-06-30 00:00:00",12121968,348659
8i7soxt6xsxjkcvkw1er,"2019-09-30 00:00:00",18752434,5528804
8i7soxt6xsxjkcvkw1er,"2019-12-31 00:00:00",1111777,65930175
8i7soxt6xsxjkcvkw1er,"2020-03-31 00:00:00",6488198,74756773
8i7soxt6xsxjkcvkw1er,"2020-06-30 00:00:00",0,0
8i7soxt6xsxjkcvkw1er,"2020-09-30 00:00:00",7509681,640967
8i7soxt6xsxjkcvkw1er,"2020-12-31 00:00:00",0,8631626
8i7soxt6xsxjkcvkw1er,"2021-03-31 00:00:00",494599,9461590
8i7soxt6xsxjkcvkw1er,"2021-06-30 00:00:00",614173,8206738
8LvT2uNVkxtpONTj8zYN,"2011-09-30 00:00:00",0,0
8LvT2uNVkxtpONTj8zYN,"2011-12-31 00:00:00",46890039,0
8LvT2uNVkxtpONTj8zYN,"2012-03-31 00:00:00",772238,0
8LvT2uNVkxtpONTj8zYN,"2012-06-30 00:00:00",2921445,0
8LvT2uNVkxtpONTj8zYN,"2012-09-30 00:00:00",31864657,0
8LvT2uNVkxtpONTj8zYN,"2012-12-31 00:00:00",-1785658,11110041
8LvT2uNVkxtpONTj8zYN,"2013-03-31 00:00:00",1465182,0
8LvT2uNVkxtpONTj8zYN,"2013-06-30 00:00:00",3217321,0
8LvT2uNVkxtpONTj8zYN,"2013-09-30 00:00:00",7759412,7975249
8LvT2uNVkxtpONTj8zYN,"2013-12-31 00:00:00",38758638,0
8LvT2uNVkxtpONTj8zYN,"2014-03-31 00:00:00",66897744,0
8LvT2uNVkxtpONTj8zYN,"2014-06-30 00:00:00",19793986,0
8LvT2uNVkxtpONTj8zYN,"2014-09-30 00:00:00",1436768,18902329
8LvT2uNVkxtpONTj8zYN,"2014-12-31 00:00:00",32666882,243439
8LvT2uNVkxtpONTj8zYN,"2015-03-31 00:00:00",1488703,195010
8LvT2uNVkxtpONTj8zYN,"2015-06-30 00:00:00",3808583,54851087
8LvT2uNVkxtpONTj8zYN,"2015-09-30 00:00:00",1468060,7289692
8LvT2uNVkxtpONTj8zYN,"2015-12-31 00:00:00",29328380,21662387
8LvT2uNVkxtpONTj8zYN,"2016-03-31 00:00:00",50307065,990865
8LvT2uNVkxtpONTj8zYN,"2016-06-30 00:00:00",2010843,9585802
8LvT2uNVkxtpONTj8zYN,"2016-09-30 00:00:00",286838,3729832
8LvT2uNVkxtpONTj8zYN,"2016-12-31 00:00:00",0,31616027
8LvT2uNVkxtpONTj8zYN,"2017-03-31 00:00:00",444325,0
8LvT2uNVkxtpONTj8zYN,"2017-06-30 00:00:00",940868,8307273
8LvT2uNVkxtpONTj8zYN,"2017-09-30 00:00:00",409416,22685976
8LvT2uNVkxtpONTj8zYN,"2017-12-31 00:00:00",0,112240540
8LvT2uNVkxtpONTj8zYN,"2018-03-31 00:00:00",530305,25455385
8LvT2uNVkxtpONTj8zYN,"2018-06-30 00:00:00",221514,30321409
8LvT2uNVkxtpONTj8zYN,"2018-09-30 00:00:00",241140,828885
8LvT2uNVkxtpONTj8zYN,"2018-12-31 00:00:00",0,48171571
8LvT2uNVkxtpONTj8zYN,"2019-03-31 00:00:00",168201,34964047
8LvT2uNVkxtpONTj8zYN,"2019-06-30 00:00:00",399156,35857291
8LvT2uNVkxtpONTj8zYN,"2019-09-30 00:00:00",171586,908728
8LvT2uNVkxtpONTj8zYN,"2019-12-31 00:00:00",0,25322043
8LvT2uNVkxtpONTj8zYN,"2020-03-31 00:00:00",165057,20373827
8LvT2uNVkxtpONTj8zYN,"2020-06-30 00:00:00",298978,38474557
8LvT2uNVkxtpONTj8zYN,"2020-09-30 00:00:00",142460,86484117
8LvT2uNVkxtpONTj8zYN,"2020-12-31 00:00:00",0,299514395
8LvT2uNVkxtpONTj8zYN,"2021-03-31 00:00:00",103018,76390060
8LvT2uNVkxtpONTj8zYN,"2021-06-30 00:00:00",49119,30010208
8qz3wym0x0wksprlogl3,"2019-06-30 00:00:00",0,0
8qz3wym0x0wksprlogl3,"2019-09-30 00:00:00",3462000,0
8qz3wym0x0wksprlogl3,"2019-12-31 00:00:00",42453751,0
8qz3wym0x0wksprlogl3,"2020-03-31 00:00:00",40090167,0
8qz3wym0x0wksprlogl3,"2020-06-30 00:00:00",61164523,9573979
8qz3wym0x0wksprlogl3,"2020-09-30 00:00:00",0,0
8qz3wym0x0wksprlogl3,"2020-12-31 00:00:00",47486893,0
8qz3wym0x0wksprlogl3,"2021-03-31 00:00:00",0,8742605
8qz3wym0x0wksprlogl3,"2021-06-30 00:00:00",16175989,0
8sbrrnuw7o55am31mmtr,"2013-03-31 00:00:00",0,0
8sbrrnuw7o55am31mmtr,"2013-06-30 00:00:00",17473975,0
8sbrrnuw7o55am31mmtr,"2013-09-30 00:00:00",824873,0
8sbrrnuw7o55am31mmtr,"2013-12-31 00:00:00",888717,3279456
8sbrrnuw7o55am31mmtr,"2014-03-31 00:00:00",5340869,0
8sbrrnuw7o55am31mmtr,"2014-06-30 00:00:00",10226058,0
8sbrrnuw7o55am31mmtr,"2014-09-30 00:00:00",19454323,0
8sbrrnuw7o55am31mmtr,"2014-12-31 00:00:00",1974954,450789
8sbrrnuw7o55am31mmtr,"2015-03-31 00:00:00",8384091,0
8sbrrnuw7o55am31mmtr,"2015-06-30 00:00:00",13377115,0
8sbrrnuw7o55am31mmtr,"2015-09-30 00:00:00",10233264,5975538
8sbrrnuw7o55am31mmtr,"2015-12-31 00:00:00",4136897,1317157
8sbrrnuw7o55am31mmtr,"2016-03-31 00:00:00",6149290,937417
8sbrrnuw7o55am31mmtr,"2016-06-30 00:00:00",3167308,34207582
8sbrrnuw7o55am31mmtr,"2016-09-30 00:00:00",847841,0
8sbrrnuw7o55am31mmtr,"2016-12-31 00:00:00",14003174,3400344
8sbrrnuw7o55am31mmtr,"2017-03-31 00:00:00",6488956,0
8sbrrnuw7o55am31mmtr,"2017-06-30 00:00:00",647389,3667226
8sbrrnuw7o55am31mmtr,"2017-09-30 00:00:00",10162382,1775064
8sbrrnuw7o55am31mmtr,"2017-12-31 00:00:00",5460210,11035924
8sbrrnuw7o55am31mmtr,"2018-03-31 00:00:00",4548575,6378971
8sbrrnuw7o55am31mmtr,"2018-06-30 00:00:00",9263213,20641526
8sbrrnuw7o55am31mmtr,"2018-09-30 00:00:00",317482,18547157
8sbrrnuw7o55am31mmtr,"2018-12-31 00:00:00",702466,1150479
8sbrrnuw7o55am31mmtr,"2019-03-31 00:00:00",1411168,6903991
8sbrrnuw7o55am31mmtr,"2019-06-30 00:00:00",456019,0
8sbrrnuw7o55am31mmtr,"2019-09-30 00:00:00",435496,12858948
8sbrrnuw7o55am31mmtr,"2019-12-31 00:00:00",435449,21872399
8sbrrnuw7o55am31mmtr,"2020-03-31 00:00:00",2672881,21364431
8sbrrnuw7o55am31mmtr,"2020-06-30 00:00:00",0,0
8sbrrnuw7o55am31mmtr,"2020-09-30 00:00:00",1152186,19565070
8sbrrnuw7o55am31mmtr,"2020-12-31 00:00:00",0,0
8sbrrnuw7o55am31mmtr,"2021-03-31 00:00:00",0,0
8sbrrnuw7o55am31mmtr,"2021-06-30 00:00:00",644858,6237766
8uttvqc4bm5byh2zydeu,"2013-03-31 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2013-06-30 00:00:00",37927417,0
8uttvqc4bm5byh2zydeu,"2013-09-30 00:00:00",42003065,0
8uttvqc4bm5byh2zydeu,"2013-12-31 00:00:00",-14410954,0
8uttvqc4bm5byh2zydeu,"2014-03-31 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2014-06-30 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2014-09-30 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2014-12-31 00:00:00",0,22667786
8uttvqc4bm5byh2zydeu,"2015-03-31 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2015-06-30 00:00:00",0,25715460
8uttvqc4bm5byh2zydeu,"2015-09-30 00:00:00",0,41536294
8uttvqc4bm5byh2zydeu,"2015-12-31 00:00:00",0,34187764
8uttvqc4bm5byh2zydeu,"2016-03-31 00:00:00",0,6720847
8uttvqc4bm5byh2zydeu,"2016-06-30 00:00:00",0,7874108
8uttvqc4bm5byh2zydeu,"2016-09-30 00:00:00",0,8046452
8uttvqc4bm5byh2zydeu,"2016-12-31 00:00:00",0,9573655
8uttvqc4bm5byh2zydeu,"2017-03-31 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2017-06-30 00:00:00",0,14381393
8uttvqc4bm5byh2zydeu,"2017-09-30 00:00:00",0,10346607
8uttvqc4bm5byh2zydeu,"2017-12-31 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2018-03-31 00:00:00",0,5041761
8uttvqc4bm5byh2zydeu,"2018-06-30 00:00:00",162112,3130962
8uttvqc4bm5byh2zydeu,"2018-09-30 00:00:00",0,21916026
8uttvqc4bm5byh2zydeu,"2018-12-31 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2019-03-31 00:00:00",0,7685377
8uttvqc4bm5byh2zydeu,"2019-06-30 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2019-09-30 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2019-12-31 00:00:00",657555,4253940
8uttvqc4bm5byh2zydeu,"2020-03-31 00:00:00",0,2245860
8uttvqc4bm5byh2zydeu,"2020-06-30 00:00:00",0,0
8uttvqc4bm5byh2zydeu,"2020-09-30 00:00:00",0,1313054
8uttvqc4bm5byh2zydeu,"2020-12-31 00:00:00",0,935779
8uttvqc4bm5byh2zydeu,"2021-03-31 00:00:00",0,1590817
8uttvqc4bm5byh2zydeu,"2021-06-30 00:00:00",0,2185989
985qbdt8q2p71bi6fiei,"2013-03-31 00:00:00",0,0
985qbdt8q2p71bi6fiei,"2013-06-30 00:00:00",5693127,2180135
985qbdt8q2p71bi6fiei,"2013-09-30 00:00:00",83611515,0
985qbdt8q2p71bi6fiei,"2013-12-31 00:00:00",70252215,0
985qbdt8q2p71bi6fiei,"2014-03-31 00:00:00",44439808,3930364
985qbdt8q2p71bi6fiei,"2014-06-30 00:00:00",19812466,7186730
985qbdt8q2p71bi6fiei,"2014-09-30 00:00:00",16514006,16238793
985qbdt8q2p71bi6fiei,"2014-12-31 00:00:00",1396576,3865002
985qbdt8q2p71bi6fiei,"2015-03-31 00:00:00",31307609,13221025
985qbdt8q2p71bi6fiei,"2015-06-30 00:00:00",0,18284950
985qbdt8q2p71bi6fiei,"2015-09-30 00:00:00",28868616,42515014
985qbdt8q2p71bi6fiei,"2015-12-31 00:00:00",22631518,7323876
985qbdt8q2p71bi6fiei,"2016-03-31 00:00:00",16873978,3398057
985qbdt8q2p71bi6fiei,"2016-06-30 00:00:00",9810604,31782324
985qbdt8q2p71bi6fiei,"2016-09-30 00:00:00",50290121,15814761
985qbdt8q2p71bi6fiei,"2016-12-31 00:00:00",48153300,36220764
985qbdt8q2p71bi6fiei,"2017-03-31 00:00:00",32622411,6220914
985qbdt8q2p71bi6fiei,"2017-06-30 00:00:00",11710159,12451939
985qbdt8q2p71bi6fiei,"2017-09-30 00:00:00",14080940,28799828
985qbdt8q2p71bi6fiei,"2017-12-31 00:00:00",357267,48810994
985qbdt8q2p71bi6fiei,"2018-03-31 00:00:00",0,8608764
985qbdt8q2p71bi6fiei,"2018-06-30 00:00:00",0,60150901
985qbdt8q2p71bi6fiei,"2018-09-30 00:00:00",1572255,43455198
985qbdt8q2p71bi6fiei,"2018-12-31 00:00:00",187243,31982226
985qbdt8q2p71bi6fiei,"2019-03-31 00:00:00",1023772,58666566
985qbdt8q2p71bi6fiei,"2019-06-30 00:00:00",7017476,16704173
985qbdt8q2p71bi6fiei,"2019-09-30 00:00:00",7952355,28495261
985qbdt8q2p71bi6fiei,"2019-12-31 00:00:00",0,510979
985qbdt8q2p71bi6fiei,"2020-03-31 00:00:00",2166,45501480
985qbdt8q2p71bi6fiei,"2020-06-30 00:00:00",0,12737603
985qbdt8q2p71bi6fiei,"2020-09-30 00:00:00",1670067,25964043
985qbdt8q2p71bi6fiei,"2020-12-31 00:00:00",6923947,37333630
985qbdt8q2p71bi6fiei,"2021-03-31 00:00:00",199291,9045545
985qbdt8q2p71bi6fiei,"2021-06-30 00:00:00",220484,89899104
99fzd8q8rocmlqdqcg4a,"2020-06-30 00:00:00",0,0
99fzd8q8rocmlqdqcg4a,"2020-09-30 00:00:00",0,0
99fzd8q8rocmlqdqcg4a,"2020-12-31 00:00:00",30988172,0
99fzd8q8rocmlqdqcg4a,"2021-03-31 00:00:00",2674803,0
99fzd8q8rocmlqdqcg4a,"2021-06-30 00:00:00",4001242,0
9j531p09rmveck59zzkb,"2021-06-30 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2016-03-31 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2016-06-30 00:00:00",22992275,0
9lpdezgrkr94fmd1j1k8,"2016-09-30 00:00:00",18551813,0
9lpdezgrkr94fmd1j1k8,"2016-12-31 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2017-03-31 00:00:00",44581615,23038893
9lpdezgrkr94fmd1j1k8,"2017-06-30 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2017-09-30 00:00:00",30688587,0
9lpdezgrkr94fmd1j1k8,"2017-12-31 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2018-03-31 00:00:00",33435521,0
9lpdezgrkr94fmd1j1k8,"2018-06-30 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2018-09-30 00:00:00",19754424,0
9lpdezgrkr94fmd1j1k8,"2018-12-31 00:00:00",34480423,8796820
9lpdezgrkr94fmd1j1k8,"2019-03-31 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2019-06-30 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2019-09-30 00:00:00",11716258,18446164
9lpdezgrkr94fmd1j1k8,"2019-12-31 00:00:00",5248764,38495403
9lpdezgrkr94fmd1j1k8,"2020-03-31 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2020-06-30 00:00:00",0,0
9lpdezgrkr94fmd1j1k8,"2020-09-30 00:00:00",2197971,29680289
9lpdezgrkr94fmd1j1k8,"2020-12-31 00:00:00",0,2011327
9lpdezgrkr94fmd1j1k8,"2021-03-31 00:00:00",-14907764,33774725
9lpdezgrkr94fmd1j1k8,"2021-06-30 00:00:00",0,0
9tz00qf04ffng08qx0ou,"2019-03-31 00:00:00",0,0
9tz00qf04ffng08qx0ou,"2019-06-30 00:00:00",14651475,6661
9tz00qf04ffng08qx0ou,"2019-09-30 00:00:00",7426871,32660
9tz00qf04ffng08qx0ou,"2019-12-31 00:00:00",0,0
9tz00qf04ffng08qx0ou,"2020-03-31 00:00:00",8770611,0
9tz00qf04ffng08qx0ou,"2020-06-30 00:00:00",27926646,0
9tz00qf04ffng08qx0ou,"2020-09-30 00:00:00",0,6509450
9tz00qf04ffng08qx0ou,"2020-12-31 00:00:00",9521733,4029659
9tz00qf04ffng08qx0ou,"2021-03-31 00:00:00",17048559,4339633
9tz00qf04ffng08qx0ou,"2021-06-30 00:00:00",18598429,0
9xujicuan8fvzukecv84,"2019-06-30 00:00:00",0,0
9xujicuan8fvzukecv84,"2019-09-30 00:00:00",29670923,0
9xujicuan8fvzukecv84,"2019-12-31 00:00:00",5222952,0
9xujicuan8fvzukecv84,"2020-03-31 00:00:00",17427872,0
9xujicuan8fvzukecv84,"2020-06-30 00:00:00",54055174,0
9xujicuan8fvzukecv84,"2020-09-30 00:00:00",30799786,11161205
9xujicuan8fvzukecv84,"2020-12-31 00:00:00",0,19751198
9xujicuan8fvzukecv84,"2021-03-31 00:00:00",0,0
9xujicuan8fvzukecv84,"2021-06-30 00:00:00",50358429,0
aAlnyNv2XO1BBfCSrc68,"2010-03-31 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2010-09-30 00:00:00",22500000,0
aAlnyNv2XO1BBfCSrc68,"2010-12-31 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2011-03-31 00:00:00",0,3750000
aAlnyNv2XO1BBfCSrc68,"2011-06-30 00:00:00",15000000,0
aAlnyNv2XO1BBfCSrc68,"2011-09-30 00:00:00",15000000,0
aAlnyNv2XO1BBfCSrc68,"2011-12-31 00:00:00",17250000,0
aAlnyNv2XO1BBfCSrc68,"2012-03-31 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2012-06-30 00:00:00",18750000,0
aAlnyNv2XO1BBfCSrc68,"2012-09-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2012-12-31 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2013-03-31 00:00:00",0,15920620
aAlnyNv2XO1BBfCSrc68,"2013-06-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2013-09-30 00:00:00",11250000,0
aAlnyNv2XO1BBfCSrc68,"2013-12-31 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2014-03-31 00:00:00",0,10613734
aAlnyNv2XO1BBfCSrc68,"2014-06-30 00:00:00",9000000,9000000
aAlnyNv2XO1BBfCSrc68,"2014-09-30 00:00:00",530687,4245499
aAlnyNv2XO1BBfCSrc68,"2014-12-31 00:00:00",9207425,7083686
aAlnyNv2XO1BBfCSrc68,"2015-03-31 00:00:00",0,3980155
aAlnyNv2XO1BBfCSrc68,"2015-06-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2015-09-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2015-12-31 00:00:00",0,7854172
aAlnyNv2XO1BBfCSrc68,"2016-03-31 00:00:00",0,1326718
aAlnyNv2XO1BBfCSrc68,"2016-06-30 00:00:00",0,4776186
aAlnyNv2XO1BBfCSrc68,"2016-09-30 00:00:00",0,4404705
aAlnyNv2XO1BBfCSrc68,"2016-12-31 00:00:00",0,6421317
aAlnyNv2XO1BBfCSrc68,"2017-03-31 00:00:00",0,1592062
aAlnyNv2XO1BBfCSrc68,"2017-06-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2017-09-30 00:00:00",0,2653437
aAlnyNv2XO1BBfCSrc68,"2017-12-31 00:00:00",0,1751269
aAlnyNv2XO1BBfCSrc68,"2018-03-31 00:00:00",0,2918781
aAlnyNv2XO1BBfCSrc68,"2018-06-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2018-09-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2018-12-31 00:00:00",0,1592062
aAlnyNv2XO1BBfCSrc68,"2019-03-31 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2019-06-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2019-09-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2019-12-31 00:00:00",0,11146663
aAlnyNv2XO1BBfCSrc68,"2020-03-31 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2020-06-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2020-09-30 00:00:00",0,0
aAlnyNv2XO1BBfCSrc68,"2020-12-31 00:00:00",0,1237436
aAlnyNv2XO1BBfCSrc68,"2021-03-31 00:00:00",2016700,18594585
aAlnyNv2XO1BBfCSrc68,"2021-06-30 00:00:00",0,267579
ao0uc7ewgydhl9fezc5a,"2018-06-30 00:00:00",0,0
ao0uc7ewgydhl9fezc5a,"2018-09-30 00:00:00",0,0
ao0uc7ewgydhl9fezc5a,"2018-12-31 00:00:00",0,0
ao0uc7ewgydhl9fezc5a,"2019-03-31 00:00:00",14214854,0
ao0uc7ewgydhl9fezc5a,"2019-06-30 00:00:00",32294309,0
ao0uc7ewgydhl9fezc5a,"2019-09-30 00:00:00",0,0
ao0uc7ewgydhl9fezc5a,"2019-12-31 00:00:00",11732115,0
ao0uc7ewgydhl9fezc5a,"2020-03-31 00:00:00",0,0
ao0uc7ewgydhl9fezc5a,"2020-06-30 00:00:00",0,0
ao0uc7ewgydhl9fezc5a,"2020-09-30 00:00:00",13232651,281275
ao0uc7ewgydhl9fezc5a,"2020-12-31 00:00:00",15052530,0
ao0uc7ewgydhl9fezc5a,"2021-03-31 00:00:00",21777488,0
ao0uc7ewgydhl9fezc5a,"2021-06-30 00:00:00",13008806,0
axy36ox2e6pfi35saiap,"2021-03-31 00:00:00",0,0
axy36ox2e6pfi35saiap,"2021-06-30 00:00:00",49872,96841
aylghy7aJ31u4uievmE3,"2012-09-30 00:00:00",0,0
aylghy7aJ31u4uievmE3,"2012-12-31 00:00:00",0,894421
aylghy7aJ31u4uievmE3,"2013-03-31 00:00:00",0,0
aylghy7aJ31u4uievmE3,"2013-06-30 00:00:00",0,0
aylghy7aJ31u4uievmE3,"2013-09-30 00:00:00",11576691,0
aylghy7aJ31u4uievmE3,"2013-12-31 00:00:00",1590180,0
aylghy7aJ31u4uievmE3,"2014-03-31 00:00:00",26579382,0
aylghy7aJ31u4uievmE3,"2014-06-30 00:00:00",2554984,0
aylghy7aJ31u4uievmE3,"2014-09-30 00:00:00",0,0
aylghy7aJ31u4uievmE3,"2014-12-31 00:00:00",729778,1123526
aylghy7aJ31u4uievmE3,"2015-03-31 00:00:00",0,1023180
aylghy7aJ31u4uievmE3,"2015-06-30 00:00:00",37250971,1700688
aylghy7aJ31u4uievmE3,"2015-09-30 00:00:00",1230874,0
aylghy7aJ31u4uievmE3,"2015-12-31 00:00:00",444038,1209020
aylghy7aJ31u4uievmE3,"2016-03-31 00:00:00",14964471,700579
aylghy7aJ31u4uievmE3,"2016-06-30 00:00:00",6763292,0
aylghy7aJ31u4uievmE3,"2016-09-30 00:00:00",75574,4797950
aylghy7aJ31u4uievmE3,"2016-12-31 00:00:00",274355,10312755
aylghy7aJ31u4uievmE3,"2017-03-31 00:00:00",256010,6017853
aylghy7aJ31u4uievmE3,"2017-06-30 00:00:00",0,0
aylghy7aJ31u4uievmE3,"2017-09-30 00:00:00",2089756,7343497
aylghy7aJ31u4uievmE3,"2017-12-31 00:00:00",241444,0
aylghy7aJ31u4uievmE3,"2018-03-31 00:00:00",198130,0
aylghy7aJ31u4uievmE3,"2018-06-30 00:00:00",238796,10576100
aylghy7aJ31u4uievmE3,"2018-09-30 00:00:00",215550,886879
aylghy7aJ31u4uievmE3,"2018-12-31 00:00:00",191890,0
aylghy7aJ31u4uievmE3,"2019-03-31 00:00:00",0,19830654
aylghy7aJ31u4uievmE3,"2019-06-30 00:00:00",306134,0
aylghy7aJ31u4uievmE3,"2019-09-30 00:00:00",0,1119936
aylghy7aJ31u4uievmE3,"2019-12-31 00:00:00",814631,1180109
aylghy7aJ31u4uievmE3,"2020-03-31 00:00:00",1073651,0
aylghy7aJ31u4uievmE3,"2020-06-30 00:00:00",191442,0
aylghy7aJ31u4uievmE3,"2020-09-30 00:00:00",42104,24885
aylghy7aJ31u4uievmE3,"2020-12-31 00:00:00",60000,0
aylghy7aJ31u4uievmE3,"2021-03-31 00:00:00",0,0
aylghy7aJ31u4uievmE3,"2021-06-30 00:00:00",0,7424015
b58cfzk9l1j20taynttv,"2018-09-30 00:00:00",0,0
