report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy,rn
"2021-06-30 00:00:00",rkzx80gcujf6ts61tl7s,"New Mountain Partners VI, L.P.","2021-03-10 00:00:00",300000000,30665474,269334526,29563431,28880,29592311,1,-1073163,-0.0841,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",rms9e98qo7isqk20cnfq,"Vestar Capital Partners VII, L.P.","2018-04-02 00:00:00",200000000,91454290,130880109,97960399,22495477,120455876,1.3,29001586,0.2186,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",rol1d5yb8x2yxxy1v0j3,"Warburg Pincus Energy, L.P.","2014-07-25 00:00:00",200000000,179763629,20600000,118417462,37758889,156176351,0.9,-23587278,-0.0431,"Growth Equity",1
"2021-06-30 00:00:00",rtua694fn2qyxl2jcm9z,"TCV X, L.P.","2019-02-11 00:00:00",200000000,140970793,59029207,338017226,0,338017226,2.4,197046433,0.8424,"Growth Equity",1
"2021-06-30 00:00:00",sdjyQO87xuvwkc1PRNRk,"CDH Fund IV, L.P.","2010-07-13 00:00:00",25000000,27544589,1107077,7835514,32170568,40006082,1.5,12461493,0.0804,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",sipp071n1wvlkpred9l3,"TSSP Capital Solutions","2019-08-27 00:00:00",200000000,82475994,125035149,117567329,7485386,125052715,1.5,42576721,0.3128,"Special Situation",1
"2021-06-30 00:00:00",snwptmyiyl24beao1n8i,"Nordic Capital Fund X, L.P.","2021-05-19 00:00:00",445968328,23722156,422246172,36620028,0,36620028,1.5,12897872,0.5437,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",sxo75ihsa459hfr4r6nn,"Centurium Capital Partners 2018, L.P.","2019-02-26 00:00:00",200000000,188047787,21587550,213187859,23349662,236537521,1.3,48489734,0.1418,"Growth Equity",1
"2021-06-30 00:00:00",t6hzn5ufyzvg7ru7b19t,"Green Equity Investors VI, L.P.","2012-11-30 00:00:00",300000000,332633236,23892263,486661225,262035968,748697193,2.3,416063957,0.1857,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",TBVMT5a9qvVRXHWEaI1L,"KKR E2 Investors, L.P.","2009-10-02 00:00:00",39570693,41266032,0,0,37745153,37745153,0.9,-3520879,-0.0287,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",tme3hozecitt8myctqu6,"GI Partners Fund V, L.P.","2018-02-15 00:00:00",250000000,265356654,0,301817579,67734693,369552272,1.4,104195618,0.2293,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",tvi2jgmrnwej6lrbw45m,"Luminate Capital Partners III, L.P.","2021-06-09 00:00:00",150000000,18487645,131512355,14953061,0,14953061,0.8,-3534584,-0.1912,"Corporate Finance/Buyout - Small",1
"2021-06-30 00:00:00",ucmllaca965039uarckc,"Cinven Seventh Fund","2020-04-07 00:00:00",352799422,35569756,317229666,53552844,0,53552844,1.5,17983088,0.3946,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",ue4atzld4kkmqb9zh9w9,"Sixth Street Opportunities Partners III, L.P.","2014-02-06 00:00:00",200000000,109004534,94641741,92798069,81287171,174085240,1.6,65080706,0.1131,"Distressed Debt",1
"2021-06-30 00:00:00",ufzgbvooft5ccxoya3ay,"Hellman & Friedman Capital Partners IX, L.P.","2020-04-07 00:00:00",750000000,524475345,227079789,664604450,1555134,666159584,1.3,141684239,0.3519,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",usuujlfc1pfquorm56id,"FountainVest China Capital Partners Fund III, L.P.","2017-02-01 00:00:00",200000000,189574543,35638183,200877253,60104380,260981633,1.4,71407090,0.1815,"Growth Equity",1
"2021-06-30 00:00:00",uzurccvlz4sm2rdhttme,"TA XIII, L.P.","2019-12-16 00:00:00",355000000,286549626,81650000,320660408,75324626,395985034,1.4,109435408,0.5671,"Growth Equity",1
"2021-06-30 00:00:00",v6r9r6pytaqwhtii8bne,"Towerbrook Investors V, L.P.","2020-03-06 00:00:00",450000000,110600843,317432795,93767292,8654150,102421442,0.9,-8179401,-0.1061,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.","2016-09-26 00:00:00",500000000,474500000,25500000,890337265,174044394,1064381659,2.2,589881659,0.2848,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.","2018-12-19 00:00:00",600000000,429054020,188119600,466497631,17173620,483671251,1.1,54617231,0.0842,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",VRZ5CJALD0XQI4Q8mX63,"TPG Growth II, L.P.","2011-12-23 00:00:00",200000000,223232117,7614427,7183877,395651940,402835817,1.8,179603700,0.1498,"Growth Equity",1
"2021-06-30 00:00:00",vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.","2016-05-31 00:00:00",450000000,461891467,37998794,613228818,105202521,718431339,1.6,256539872,0.2123,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",VTRwreU0MhPc6HOuQhri,"Advent International GPE VII-B, L.P.","2012-08-27 00:00:00",400000000,376020122,24000020,306552833,462872274,769425107,2,393404985,0.1614,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.","2019-10-21 00:00:00",600000000,253572434,346427566,442964640,47976036,490940676,1.9,237368242,0.7472,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.","2018-05-04 00:00:00",400000000,285817092,136372253,391174846,78888791,470063637,1.6,184246545,0.3636,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",w3uhUEZ6zo3JXyeHEoeV,"BC European Capital IX, L.P.","2011-09-19 00:00:00",245043740,258790219,13624755,280219778,258524182,538743960,2.1,279953741,0.1665,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",wjkfl07tign27dgb6fmv,"Apax X, L.P.","2020-11-11 00:00:00",350000000,52745000,297255000,80130946,0,80130946,1.5,27385946,1.4106,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",wn6mwadq1inqwd0kz1rl,"Thoma Bravo Fund XIV, L.P.","2021-04-15 00:00:00",200000000,78658843,121341411,78238053,303,78238356,1,-420487,-0.0174,"Corporate Finance/Buyout - Mega",1
"2021-06-30 00:00:00",x2k3fur85zj8bio3wph1,"Providence Strategic Growth Europe, L.P.","2021-05-10 00:00:00",202311530,30142527,177873053,34890185,5713438,40603622,1.3,10461095,0.4282,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",xCUU5RNFfpB8qTbepwl8,"Advent Latin American Private Equity Fund V, L.P.","2010-05-17 00:00:00",100000000,96200000,3800000,58865541,55500000,114365541,1.2,18165541,0.03,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.","2016-03-31 00:00:00",250000000,241747061,32242055,306905858,41356330,348262187,1.4,106515126,0.1493,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",y1wsi0o83h8bkd6l4uue,"Madison Dearborn Capital Partners VIII, L.P.","2020-11-20 00:00:00",250000000,55833623,194166377,78910751,0,78910751,1.4,23077128,0.5952,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",y33q2khpql4wv26dh5jk,"Warburg Pincus China, L.P.","2016-12-23 00:00:00",190000000,179603795,10450000,269704806,45627244,315332050,1.8,135728255,0.217,"Growth Equity",1
"2021-06-30 00:00:00",y4l3m2zyn2snbad7z2v6,"Warburg Pincus China-Southeast Asia II, L.P.","2019-06-20 00:00:00",300000000,52200000,247800000,69244507,8261918,77506425,1.5,25306425,0.4892,"Growth Equity",1
"2021-06-30 00:00:00",yh91ho2y8knia6dxewn0,"Providence Equity Partners VIII, L.P.","2019-07-17 00:00:00",400000000,259335584,201225992,247307142,60561576,307868718,1.2,48533134,0.2154,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",ymrj63gnvav8itdbwaz9,"Oaktree Opportunities Fund Xb, L.P.","2018-06-18 00:00:00",400000000,240000000,160000000,308404753,1661968,310066721,1.3,70066721,0.1831,"Distressed Debt",1
"2021-06-30 00:00:00",ysyi1aq62bzxi8vus12p,"KKR European Fund IV, L.P.","2015-02-26 00:00:00",226859008,239093202,4401402,227609900,184454802,412064702,1.7,172971500,0.1903,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",yTUGKDh6d2DzJkmj9ibp,"Southern Cross Latin America Private Equity Fund IV, L.P. - WSIB Secondary","2011-09-23 00:00:00",3855611,3874275,28980,27546,842488,870034,0.2,-3004241,-0.256,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",ytznmm6smggp2spivevo,"KKR Asian Fund II, L.P.","2013-10-04 00:00:00",400000000,484438500,175924,334041091,352292786,686333877,1.4,201895377,0.0989,"Corporate Finance/Buyout - Large",1
"2021-06-30 00:00:00",z1Uc66PFnEPrqgpArdJs,"Actis Global 4, L.P.","2012-03-20 00:00:00",250000000,287732992,19327508,172660000,216435431,389095431,1.4,101362439,0.0831,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",Z7ocFQG5KHW86lUmyz4V,"Triton Fund III, L.P.","2009-12-22 00:00:00",198545900,251180457,35278326,99928733,289886892,389815625,1.6,138635167,0.106,"Corporate Finance/Buyout - Mid",1
"2021-06-30 00:00:00",z7skowj40kuaekl04cvl,"Fisher Lynch Co-Investment Partnership IV, L.P.","2019-04-17 00:00:00",750000000,689152881,74860647,917555089,17102822,934657911,1.4,245505030,0.3174,Co-Investment,1
"2021-06-30 00:00:00",ze2ao3chmsdesw6qi5rl,"Silver Lake Partners IV, L.P.","2013-10-22 00:00:00",400000000,460484697,11522077,772660922,422224407,1194885329,2.6,734400632,0.2866,"Corporate Finance/Buyout - Mega",1
